短靴	50012028	
中筒靴	50012028	
高筒靴	50012028	
长靴	50012028
开衫	50022728
套衫	50022728
吊带	50022893
背心	50022893
工字型	50022893
短袖	50022893
长袖	50022893
中袖	50022893
七分袖	50022893
九分袖	50022893
裤子	50016586
不规则裙	50016586
百褶裙	50016586
斗牛舞裙	50016586
裙子	50016594
中腰	50022892
高腰	50022892
低腰	50022892
短裤	50023421
长裤	50023421
双肩包	50005759
减负书包	50005759
拉杆包	50005759
腰包	50005759
斜挎包	50005759
拉杆箱	50005759
胸包	50005759
板鞋	50012906
松糕鞋	50012906
帆船鞋	50012906
豆豆鞋	50012906
老北京布鞋	50012906
布洛克鞋	50012906
连体服	50016599
体操裤	50016599
体操袜	50016599
儿童比基尼	50016740
儿童分体泳衣	50016740
儿童连体泳衣	50016740
儿童泳裤	50016740
儿童泳帽	50023868
普通儿童自行车	261204
鱼嘴鞋	50012032
三轮车	261204
摆摆乐	261204
四轮车	261204
独轮车	261204
三角裤	50008883
平角裤	50008883
T裤	50008883
丁字裤	50008883
平顶帽	50019145
奔尼帽	50019145
贝雷帽	50019145
八角帽	50019145
鸭舌帽	50019145
雷锋帽	50019145
空顶帽	50019145
解放帽	50019145
麻将席	50008246
折叠席	50008246
人字拖	50011746
一字拖	50011746
套趾鞋	50011746
T型鞋	50011746
包头鞋	50011746
夹趾鞋	50011746
勃肯拖鞋	50011746
鸟巢鞋	50011745
沙滩鞋	50011745
洞洞鞋	50011745
罗马鞋	50011745
单刀头	50004233
双刀头	50004233
三刀头	50004233
三角分体泳衣	50016737
裙式分体泳衣	50016737
平角分体泳衣	50016737
哺乳吊带	50006012
上衣	50006012
衣裤套件	50006012
衣裙套件	50006012
三角巾	50023338
长条围巾	50023338
套头	50012359
小坎肩	50012359
披肩款	50012359
斗篷款	50012359
直筒裤	162202
灯笼裤	162202
工装裤	162202
背带裤	162202
连衣裤	162202
阔腿裤	162203
单鞋	50011597
休闲鞋	50011597
帆布鞋	50011597
凉鞋	50011597
凉拖	50011597
靴子	50011597
家居鞋	50011597
及踝靴	50011597
雪地靴	50011597
休闲皮鞋	50011597
平底单鞋	50011597
高跟单鞋	50011597
棉皮鞋	50011597
凉靴	50011597
中跟单鞋	50011597
短靴	50011597
中筒靴	50011597
高筒靴	50011597
超高筒靴	50011597
内增高鞋	50011597
特色鞋	50011597
绣花鞋	50011597
